,Company,Major,City,State,Accept,StateCity,lats,lons,DistFromRoseHulman,BearingFromRoseHulman
71,MOFFAT & NICHOL,CE,Norfolk,VA,A,"('Norfolk', 'VA')",36.8507689,-76.28587259999998,626.0141806746152,-13.37332945300261
72,MOFFATT & NICHOL,CE,Norfolk,VA,A,"('Norfolk', 'VA')",36.8507689,-76.28587259999998,626.0141806746152,-13.37332945300261
73,"AG&E ASSOCIATES, P.L.L.C.",CE,Addision,TX,A,"('Addision', 'TX')",32.96179,-96.8291685,693.9113396082413,-142.51020676947292
74,KIMLEY HORN,CE,Dallas,TX,A,"('Dallas', 'TX')",32.780139899999995,-96.8004511,701.3424867814697,-141.6647294555222
75,AGE,CE,Dallas,TX,O,"('Dallas', 'TX')",32.780139899999995,-96.8004511,701.3424867814697,-141.6647294555222
76,EXXONMOBIL DEVELOPMENT COMPANY,CE,Houston,TX,A,"('Houston', 'TX')",29.760192699999998,-95.3693896,811.019937567938,-126.60953656459968
77,SIEMENS,CE,Orlando,FL,O,"('Orlando', 'FL')",28.5383355,-81.3792365,828.2369347601433,-64.00429645953419
78,KIMLEY HORN,CE,Vero Beach,FL,A,"('Vero Beach', 'FL')",27.6386434,-80.39727359999998,909.0185507429406,-61.99421510534783
79,KIMLEY HORN,CE,Vero Beach,FL,A,"('Vero Beach', 'FL')",27.6386434,-80.39727359999998,909.0185507429406,-61.99421510534783
80,BABCOCK & WILCOX,CE,Denver,CO,A,"('Denver', 'CO')",39.737567,-104.9847179,937.7880425834177,173.268946947117
81,HALLIBURTON,CE,Williston,ND,R,"('Williston', 'ND')",48.1469683,-103.6179745,1004.9280628143416,138.13021637433678
82,HENSEL PHELPS CONSTRUCTION COMPANY,CE,Phoenix,AZ,A,"('Phoenix', 'AZ')",33.4483771,-112.07403729999999,1430.5111996235528,-170.83089211884055
83,HENSEL PHELPS,CE,Phoenix,AZ,R,"('Phoenix', 'AZ')",33.4483771,-112.07403729999999,1430.5111996235528,-170.83089211884055
84,"FH PASCEN, SN NIELSEN",CE,Los Angeles,CA,A,"('Los Angeles', 'CA')",34.0522342,-118.24368490000002,1741.4663133957758,-177.34226806971816
85,FRITO LAY,CE,Bakersfield,CA,O,"('Bakersfield', 'CA')",35.3732921,-119.0187125,1751.3484778877691,179.24079543692196
86,FRITO LAY,CE,Bakersfield,CA,A,"('Bakersfield', 'CA')",35.3732921,-119.0187125,1751.3484778877691,179.24079543692196
87,SCHLUMBERGER,CE,Bakersfield,CA,O,"('Bakersfield', 'CA')",35.3732921,-119.0187125,1751.3484778877691,179.24079543692196
88,ANCHOR QEA,CE,Seattle,WA,O,"('Seattle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
89,MOFFATT & NICHOL,CE,Walnut Creek,CA,R,"('Walnut Creek', 'CA')",37.9100783,-122.06518190000001,1863.4667346957365,172.14778789733205
