,Company,Major,City,State,Accept,StateCity,lats,lons,DistFromRoseHulman,BearingFromRoseHulman
91,MICROSOFT,CS,Redmond,WA,A,"('Redmond', 'WA')",47.6739881,-122.12151200000001,1812.4417227365122,150.30965601046032
92,MICROSOFT,CS,Redmond,WA,A,"('Redmond', 'WA')",47.6739881,-122.12151200000001,1812.4417227365122,150.30965601046032
93,MICROSOFT,CS,Redmond,WA,O,"('Redmond', 'WA')",47.6739881,-122.12151200000001,1812.4417227365122,150.30965601046032
94,MICROSOFT,CS,Redmond,WA,O,"('Redmond', 'WA')",47.6739881,-122.12151200000001,1812.4417227365122,150.30965601046032
95,MICROSOFT,CS,Redmond,WA,A,"('Redmond', 'WA')",47.6739881,-122.12151200000001,1812.4417227365122,150.30965601046032
96,EXPEDIA,CS,Bellevue,WA,R,"('Bellevue', 'WA')",47.610377,-122.20067859999999,1815.7149531143725,150.46361943793934
97,MICROSOFT,CS,Seattle,WA,O,"('Seattle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
98,AMAZON,CS,Seattle,WA,A,"('Seattle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
99,AMAZON,CS,Seattle,WA,A,"('Seattle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
100,AMAZON,CS,Seattle,WA,A,"('Seattle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
101,AMAZON,CS,Seatlle,WA,O,"('Seatlle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
102,AMAZON,CS,Seattle,WA,A,"('Seattle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
103,AMAZON,CS,Seatlle,WA,O,"('Seatlle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
104,GOOGLE,CS,Seattle,WA,A,"('Seattle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
105,AMAZON,CS,Seattle,WA,A,"('Seattle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
106,AMAZON,CS,Seattle,WA,A,"('Seattle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
107,AMAZON,CS,Seattle,WA,A,"('Seattle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
108,AMAZON,CS,Seattle,WA,O,"('Seattle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
109,AMAZON,CS,Seattle,WA,A,"('Seattle', 'WA')",47.6062095,-122.33207079999998,1821.7833206480764,150.49037635071727
110,IXL LEARNING,CS,San Mateo,CA,O,"('San Mateo', 'CA')",37.562991700000005,-122.32552539999999,1883.2768997231105,172.77016365885447
