,City,State,Major,Salary,CityState,lats,lons,County
853,Athens,OH,ME,50000,"('Athens', 'OH')",39.3292396,-82.1012554,Athens
854,Dallas,TX,CPE,62100,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
855,Dallas,TX,EE,62100,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
856,Dallas,TX,EE,65040,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
857,Dallas,TX,ME,60000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
858,Dallas,TX,ME,65000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
859,Richland,MI,ME,52000,"('Richland', 'MI')",42.3761504,-85.45500539999999,Kalamazoo
860,Terre Haute,IN,ME,55000,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
861,Danville,IL,ME,63000,"('Danville', 'IL')",40.124481,-87.6300207,Vermilion
862,Canton,OH,ME,57480,"('Canton', 'OH')",40.79894729999999,-81.378447,Stark
863,Terre Haute,IN,CHE,63500,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
864,Indianapolis,IN,CE,50443,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
865,Louisville,KY,AB,24500,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
866,Chicago,IL,CHE,66000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
867,Jamestown,KY,CE,44176,"('Jamestown', 'KY')",36.9847899,-85.06300999999999,Russell
868,Boston,MA,SE,56400,"('Boston', 'MA')",42.3584308,-71.0597732,Suffolk
869,Tampa,FL,ME,45000,"('Tampa', 'FL')",27.950575,-82.4571776,Hillsborough
870,Houston,TX,CHE,64000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
871,Farmington Hills,MI,SE,55000,"('Farmington Hills', 'MI')",42.4989936,-83.3677168,Oakland
872,Cedar Rapids,IA,CHE,63000,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
873,Decatur,IL,CHE,63000,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon
874,Frankfort,IN,ME,59004,"('Frankfort', 'IN')",40.2794809,-86.5108355,Clinton
875,Dayton,OH,EE,42000,"('Dayton', 'OH')",39.7589478,-84.1916069,Montgomery
876,Merrillville,IN,ME,53000,"('Merrillville', 'IN')",41.4828144,-87.33281389999999,Lake
877,Indianapolis,IN,BE,65000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
878,Cleveland,OH,ME,57500,"('Cleveland', 'OH')",41.4994954,-81.6954088,Cuyahoga
879,Cleveland,OH,ME,58000,"('Cleveland', 'OH')",41.4994954,-81.6954088,Cuyahoga
880,Indianapolis,IN,CPE,62000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
881,Indianapolis,IN,EE,62000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
882,Northbrook,IL,MA,52000,"('Northbrook', 'IL')",42.1275267,-87.82895479999999,Cook
883,Northbrook,IL,MA ECON,54750,"('Northbrook', 'IL')",42.1275267,-87.82895479999999,Cook
884,Boulder,CO,SE,55000,"('Boulder', 'CO')",40.0149856,-105.2705456,Boulder
885,Indianapolis,IN,CE,57192,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
886,Indianapolis,IN,CS,58000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
887,Indianapolis,IN,SE,56000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
888,Riverdale,IL,ME,59800,"('Riverdale', 'IL')",41.63336779999999,-87.6331021,Cook
889,Fosteria,OH,CHE,63000,"('Fosteria', 'OH')",41.156998,-83.41687019999999,Seneca
890,Memphis,TN,CHE,63000,"('Memphis', 'TN')",35.1495343,-90.0489801,Shelby
891,Marshall,MN,CHE,63000,"('Marshall', 'MN')",44.448423,-95.79119159999999,Lyon
892,Austin,TX,CPE,59000,"('Austin', 'TX')",30.267153,-97.7430608,Travis
893,Indianapolis,IN,BE,59000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
894,Indianapolis,IN,ME,59000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
895,Osh Kosh,WI,CHE,63500,"('Osh Kosh', 'WI')",44.0247062,-88.5426136,Winnebago
896,Pittsburgh,PA,EE,59500,"('Pittsburgh', 'PA')",40.44062479999999,-79.9958864,Allegheny
897,Charleston,SC,ME,58800,"('Charleston', 'SC')",32.7765656,-79.93092159999999,Charleston
898,Greenfield,IN,ME,53000,"('Greenfield', 'IN')",39.785043,-85.7694226,Hancock
899,Carmel,IN,SE,42000,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton
900,Carmel,IN,SE,42000,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton
901,Spartanburg,SC,EE,57000,"('Spartanburg', 'SC')",34.9495672,-81.9320482,Spartanburg
902,Spencer,IN,BE,55000,"('Spencer', 'IN')",39.2867117,-86.7625058,Owen
903,St. Paul,MN,CPE,62400,"('St. Paul', 'MN')",44.9537029,-93.0899578,Ramsey
904,St. Paul,MN,EE,62500,"('St. Paul', 'MN')",44.9537029,-93.0899578,Ramsey
905,Kansas City,MO,CHE,54500,"('Kansas City', 'MO')",39.0997265,-94.5785667,Jackson
906,Kansas City,MO,CHE,56000,"('Kansas City', 'MO')",39.0997265,-94.5785667,Jackson
907,Kansas City,MO,CHE,61000,"('Kansas City', 'MO')",39.0997265,-94.5785667,Jackson
908,Kansas City,MO,ME,50500,"('Kansas City', 'MO')",39.0997265,-94.5785667,Jackson
909,Kansas City,MO,ME,50500,"('Kansas City', 'MO')",39.0997265,-94.5785667,Jackson
910,Chicago,IL,ME,63000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
911,Mossville,IL,CPE,61500,"('Mossville', 'IL')",40.8171184,-89.5679474,Peoria
912,Peoria,IL,CPE,65600,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
913,Peoria,IL,ME,61500,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
914,Houston,TX,ME,74400,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
915,Terre Haute,IN,ME,78000,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
916,Crane,IN,OE,53000,"('Crane', 'IN')",38.8911588,-86.90389379999999,Martin
917,Columbus,IN,CPE,59000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
918,Columbus,IN,ME,58500,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
919,Columbus,IN,ME,58500,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
920,Columbus,IN,ME,58500,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
921,Minster,OH,CHE,55000,"('Minster', 'OH')",40.3931033,-84.3760612,Auglaize
922,Houston,TX,ME,58500,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
923,Kokomo,IN,CPE,60500,"('Kokomo', 'IN')",40.486427,-86.13360329999999,Howard
924,Indianapolis,IN,CHE,60000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
925,Indianapolis,IN,ME,60000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
926,Midland,MI,CHE,62500,"('Midland', 'MI')",43.6155825,-84.2472116,Midland
927,Midland,MI,CHE,67512,"('Midland', 'MI')",43.6155825,-84.2472116,Midland
928,Edwardsport,IN,EE,59000,"('Edwardsport', 'IN')",38.811991,-87.2522367,Knox
929,O'Fallon,IL,EE,60000,"(""O'Fallon"", 'IL')",38.592323,-89.910991,St Clair
930,O'Fallon,IL,ME,60000,"(""O'Fallon"", 'IL')",38.592323,-89.910991,St Clair
931,Madison,WI,CPE,63000,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
932,Madison,WI,CS,60000,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
933,Madison,WI,SE,65000,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
934,Indianapolis,IN,SE,44000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
935,Houston,TX,ME,63000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
936,Beaumont,TX,EE,92000,"('Beaumont', 'TX')",30.080174,-94.1265562,Jefferson
937,Fairfax,VA,CE,87000,"('Fairfax', 'VA')",38.84622359999999,-77.30637329999999,US
938,Houston,TX,CHE,87000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
939,Houston,TX,CHE,89000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
940,Houston,TX,EE,88000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
941,Fairfax,VA,ME,87000,"('Fairfax', 'VA')",38.84622359999999,-77.30637329999999,US
942,Houston,TX,ME,88000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
943,Los Angeles,CA,CE,65000,"('Los Angeles', 'CA')",34.0522342,-118.2436849,Los Angeles
944,Bakersfield,CA,CPE,65000,"('Bakersfield', 'CA')",35.3732921,-119.0187125,Kern
945,Olathe,KS,CPE,58000,"('Olathe', 'KS')",38.8813958,-94.81912849999999,Johnson
946,Olathe,KS,EE,58000,"('Olathe', 'KS')",38.8813958,-94.81912849999999,Johnson
947,Terre Haute,IN,CE,48000,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
948,Cincinnati,OH,ME,61000,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
949,Louisville,KY,ME,59500,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
950,Marshall,TX,CHE,60000,"('Marshall', 'TX')",32.5448714,-94.36741839999999,Harrison
951,Highland Heights,KY,EE,62000,"('Highland Heights', 'KY')",39.0331169,-84.4518854,Campbell
952,Indianapolis,IN,ME,60000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
953,Knoxville,TN,CE,48000,"('Knoxville', 'TN')",35.9606384,-83.9207392,Knox
954,Buffalo Grove,IL,ME,40000,"('Buffalo Grove', 'IL')",42.1662831,-87.9631308,Cook
955,Pampa,TX,CHE,50000,"('Pampa', 'TX')",35.5361559,-100.9598709,Gray
956,Odessa,TX,ME,56400,"('Odessa', 'TX')",31.8456816,-102.3676431,Ector
957,Batesville,IN,BE,52000,"('Batesville', 'IN')",39.3000511,-85.222184,Ripley
958,Indianapolis,IN,CHE,50086,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
959,Chicago,IL,CHE,66000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
960,Chicago,IL,CHE,66000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
961,Westford,MA,SE,68000,"('Westford', 'MA')",42.5792583,-71.4378411,Middlesex
962,Lexington,KY,ME,58000,"('Lexington', 'KY')",38.0405837,-84.5037164,Fayette
963,Indianapolis,IN,CS,65000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
964,Indianapolis,IN,CS,65500,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
965,Indianapolis,IN,SE,65000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
966,Pittsburgh,PA,OE,54000,"('Pittsburgh', 'PA')",40.44062479999999,-79.9958864,Allegheny
967,Milford,OH,ME,56160,"('Milford', 'OH')",39.1753377,-84.29438209999999,Clermont
968,Baltimore,MD,CE,50100,"('Baltimore', 'MD')",39.2903848,-76.6121893,US
969,Vero Beach,FL,CE,50000,"('Vero Beach', 'FL')",27.6386434,-80.39727359999999,Indian River
970,Vero Beach,FL,CE,50000,"('Vero Beach', 'FL')",27.6386434,-80.39727359999999,Indian River
971,Lexington,KY,CPE,65000,"('Lexington', 'KY')",38.0405837,-84.5037164,Fayette
972,Lexington,KY,ME,60000,"('Lexington', 'KY')",38.0405837,-84.5037164,Fayette
973,Lexington,KY,ME,60000,"('Lexington', 'KY')",38.0405837,-84.5037164,Fayette
974,Warsau,WI,CS,53000,"('Warsau', 'WI')",44.9591352,-89.6301221,Marathon
975,Coopersburg,PA,CPE,62000,"('Coopersburg', 'PA')",40.5114885,-75.390458,Lehigh
976,Findlay,OH,CE,73000,"('Findlay', 'OH')",41.04422,-83.6499321,Hancock
977,Garyville,LA,CHE,77000,"('Garyville', 'LA')",30.056035,-90.6192554,St John the Baptist
978,Robinson,IL,CHE,77000,"('Robinson', 'IL')",39.0053201,-87.7391935,Crawford
979,Indianapolis,IN,CE,54000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
980,Indianapolis,IN,CE,54000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
981,Norfolk,VA,CE,53500,"('Norfolk', 'VA')",36.8507689,-76.28587259999999,US
982,Walnut Creek,CA,CE,54080,"('Walnut Creek', 'CA')",37.9100783,-122.0651819,Contra Costa
983,Indianapolis,IN,EE,56500,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
984,Austin,TX,CPE,60000,"('Austin', 'TX')",30.267153,-97.7430608,Travis
985,Austin,TX,CPE,62000,"('Austin', 'TX')",30.267153,-97.7430608,Travis
986,Virginia Beach,VA,CPE,54879,"('Virginia Beach', 'VA')",36.8529263,-75.97798499999999,US
987,Wickliffe,KY,CHE,64000,"('Wickliffe', 'KY')",36.9647754,-89.0892348,Ballard
988,Pittsburgh,PA,CE,49800,"('Pittsburgh', 'PA')",40.44062479999999,-79.9958864,Allegheny
989,West Terre Haute,IN,CHE,59500,"('West Terre Haute', 'IN')",39.4650363,-87.45002099999999,Vigo
990,Baltimore,MD,EE,64000,"('Baltimore', 'MD')",39.2903848,-76.6121893,US
991,Baltimore,MD,CPE,63000,"('Baltimore', 'MD')",39.2903848,-76.6121893,US
992,Woodland Hills,CA,ME,66780,"('Woodland Hills', 'CA')",34.165357,-118.6089752,Los Angeles
993,Baltimore,MD,CPE,61200,"('Baltimore', 'MD')",39.2903848,-76.6121893,US
994,Cincinnati,OH,SE,63700,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
995,Baltimore,MD,CPE,63600,"('Baltimore', 'MD')",39.2903848,-76.6121893,US
996,Crane,IN,EE,53012,"('Crane', 'IN')",38.8911588,-86.90389379999999,Martin
997,Crane,IN,ME,48960,"('Crane', 'IN')",38.8911588,-86.90389379999999,Martin
998,Crane,IN,ME,54879,"('Crane', 'IN')",38.8911588,-86.90389379999999,Martin
999,Crane,IN,OE,54875,"('Crane', 'IN')",38.8911588,-86.90389379999999,Martin
1000,Virginia Beach,VA,CPE,54500,"('Virginia Beach', 'VA')",36.8529263,-75.97798499999999,US
1001,Virginia Beach,VA,CPE,54800,"('Virginia Beach', 'VA')",36.8529263,-75.97798499999999,US
1002,Virginia Beach,VA,CPE,54000,"('Virginia Beach', 'VA')",36.8529263,-75.97798499999999,US
1003,Waterloo,IN,CE,44000,"('Waterloo', 'IN')",41.4319946,-85.0199666,Dekalb
1004,Fishers,IN,CPE,52000,"('Fishers', 'IN')",39.9567548,-86.01335,Hamilton
1005,Indianapolis,IN,BE,50000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
1006,Jupiter,FL,ME,64000,"('Jupiter', 'FL')",26.9342246,-80.0942087,Palm Beach
1007,Jupiter,FL,ME,64000,"('Jupiter', 'FL')",26.9342246,-80.0942087,Palm Beach
1008,Jupiter,FL,ME,64000,"('Jupiter', 'FL')",26.9342246,-80.0942087,Palm Beach
1009,Avenel,NJ,CHE,64500,"('Avenel', 'NJ')",40.5803818,-74.28514690000002,Middlesex
1010,Alexandria,LA,EE,63000,"('Alexandria', 'LA')",31.3112936,-92.4451371,Rapides
1011,Cincinnati,OH,ME,63000,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
1012,Jupiter,FL,ME,64000,"('Jupiter', 'FL')",26.9342246,-80.0942087,Palm Beach
1013,Indianapolis,IN,CPE,57700,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
1014,Fort Wayne,IN,CPE,58500,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
1015,Fort Wayne,IN,EE,58800,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
1016,Indianapolis,IN,EE,64000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
1017,Fort Wayne,IN,ME,59800,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
1018,Tucson,AZ,ME,62000,"('Tucson', 'AZ')",32.2217429,-110.926479,Pima
1019,Woburn,MA,ME,64000,"('Woburn', 'MA')",42.4792618,-71.1522765,Middlesex
1020,Tucson,AZ,ME,62950,"('Tucson', 'AZ')",32.2217429,-110.926479,Pima
1021,Fort Wayne,IN,CPE,58500,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
1022,Indianapolis,IN,ME,59000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
1023,Indianapolis,IN,SE,55000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
1024,Chicago,IL,CPE,63000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
1025,Chicago,IL,ME,60000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
1026,Tucson,AZ,EE,69900,"('Tucson', 'AZ')",32.2217429,-110.926479,Pima
1027,Cedar Rapids,IA,EE,59600,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
1028,Cedar Rapids,IA,CPE,55500,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
1029,Cedar Rapids,IA,SE,57500,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
1030,Indianapolis,IN,ME,58500,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
1031,Indianapolis,IN,ME,58500,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
1032,Indianapolis,IN,CE,48000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
1033,Indianapolis,IN,CE,48000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
1034,Shippensburg,PA,BE,55000,"('Shippensburg', 'PA')",40.0506453,-77.5202647,Cumberland
1035,Baltimore,MD,EE,57000,"('Baltimore', 'MD')",39.2903848,-76.6121893,US
1036,Carmel,IN,SE,54500,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton
1037,Orlando,FL,ME,54323,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
1038,Miami,FL,ME,53575,"('Miami', 'FL')",25.7889689,-80.2264393,Miami-Dade
1039,Orlando,FL,ME,56575,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
1040,Houston,TX,ME,58000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
1041,Terre Haute,IN,CPE,48000,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
1042,Carmel,IN,CS,53000,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton
1043,San Diego,CA,ME,64000,"('San Diego', 'CA')",32.7153292,-117.1572551,San Diego
1044,San Antonio,TX,ME,58000,"('San Antonio', 'TX')",29.4241219,-98.49362819999999,Bexar
1045,San Antonio,TX,CPE,60000,"('San Antonio', 'TX')",29.4241219,-98.49362819999999,Bexar
1046,San Antonio,TX,EE,58500,"('San Antonio', 'TX')",29.4241219,-98.49362819999999,Bexar
1047,San Antonio,TX,MA,58000,"('San Antonio', 'TX')",29.4241219,-98.49362819999999,Bexar
1048,Indianapolis,IN,BE,63500,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
1049,Columbus,IN,CHE,51500,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
1050,Mahwah,NJ,BE,62000,"('Mahwah', 'NJ')",41.0886216,-74.1435843,Bergen
1051,Athens,OH,EP,50000,"('Athens', 'OH')",39.3292396,-82.1012554,Athens
1052,San Antonio,TX,CPE,59000,"('San Antonio', 'TX')",29.4241219,-98.49362819999999,Bexar
1053,San Antonio,TX,SE,58500,"('San Antonio', 'TX')",29.4241219,-98.49362819999999,Bexar
1054,Decatur,IL,CHE,64000,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon
1055,Bloomington,IN,EE,56000,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
1056,Kansas City,MO,EE,52000,"('Kansas City', 'MO')",39.0997265,-94.5785667,Jackson
1057,Houston,TX,EE,61200,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
1058,Dallas,TX,EE,65000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
1059,Indianapolis,IN,CPE,55000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
1060,Erlanger,KY,ME,54000,"('Erlanger', 'KY')",39.0167275,-84.60077729999999,Kenton
1061,Erlanger,KY,ME,55000,"('Erlanger', 'KY')",39.0167275,-84.60077729999999,Kenton
1062,Erlanger,KY,ME,55000,"('Erlanger', 'KY')",39.0167275,-84.60077729999999,Kenton
1063,Houston,TX,ME,56659,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
1064,Des Plaines,IL,CHE,66000,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
1065,Pittsburgh,PA,ME,57600,"('Pittsburgh', 'PA')",40.44062479999999,-79.9958864,Allegheny
1066,Houston,TX,ME,62000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
1067,Pittsburgh,PA,CE,52000,"('Pittsburgh', 'PA')",40.44062479999999,-79.9958864,Allegheny
1068,Michigan City,IN,ME,60000,"('Michigan City', 'IN')",41.70753939999999,-86.8950297,Laporte
1069,Wright Patterson Afb,OH,ME,43521,"('Wright Patterson Afb', 'OH')",39.81858829999999,-84.0484601,Greene
1070,Farmington Hills,MI,SE,50000,"('Farmington Hills', 'MI')",42.4989936,-83.3677168,Oakland
1071,Cincinnati,OH,CS,63800,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
1072,Chicago,IL,CS,65000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
